,keyword,view,menu,checkout,order
1731,avocado salsa,7052,2089,997,54
1732,guac spread,35645,9467,2667,206
1733,sốt bơ nghiền,14674,3829,1984,138
1734,avocado dip,17692,3193,1396,67
1735,guacamole sauce,42572,16522,4616,421
1736,mashed avocado,26876,9705,6582,519
1737,creamy guac,13047,2004,1203,113
1738,guacamole klasik,43305,12815,4493,198
1739,side guacamole,35136,11813,7996,562
1740,guac dressing,12978,2725,1380,52
1741,vanilla custard donut,23110,4610,1280,56
1742,donut vanila custard,41492,6957,3756,321
1743,donat isi vanilla,48450,10583,6112,411
1744,donat vanilla custard,25796,10205,3471,194
1745,vanilla cream donut,24357,5739,1544,124
1746,donat krim vanilla,39972,12115,4085,212
1747,bánh donut nhân kem vani,16947,4900,2074,169
1748,donut isi krim manis,41458,14223,4672,188
1749,creamy vanilla donut,22763,3757,1825,164
1750,vanilla filled donut,23414,6480,2044,137
1751,custard donut,30880,7256,1843,183
1752,donut lembut vanilla,12012,1938,1199,98
1753,vanilla donut,44024,11970,4885,444
1754,donut isi manis,35110,13470,8500,540
1755,soy braised beef noodles,35510,10605,3786,198
1756,mie daging kecap,33021,11178,4790,310
1757,soy beef noodles,5424,1595,1115,81
1758,beef noodle soy sauce,14879,5704,3030,192
1759,daging sapi tumis kecap,10930,4207,1430,110
1760,mie sapi rebus kecap,47019,11649,5738,230
1761,mì bò kho xì dầu,34252,6697,2714,256
1762,mie kuah daging,32017,10843,7170,471
1763,mie dengan sapi kecap,30903,6234,4002,333
1764,mie sapi soy,14475,5661,3250,311
1765,beef soy noodle soup,34716,12691,3269,256
1766,noodle beef braised,36288,10690,4171,265
1767,daging kuah kecap,46655,14109,6002,421
1768,pork siu mai,37336,12002,6074,254
1769,siomay babi,20340,3694,2243,148
1770,dimsum babi,43952,14007,8540,542
1771,pork shumai,35252,10722,7204,647
1772,siew mai pork,574,113,70,3
1773,dumpling babi,27534,9329,2810,253
1774,bánh xíu mại heo,5588,2061,1193,49
1775,siu mai isi daging babi,36267,10917,5000,184
1776,siomai daging,33426,9385,4317,289
1777,pork dimsum,14115,4980,3142,118
1778,steamed pork dumpling,47764,17956,5771,198
1779,shumai babi,11213,3432,2397,122
1780,pangsit kukus babi,1618,294,120,6
1781,siu mai klasik,3815,1214,641,38
1782,mango pudding,43883,12512,6149,378
1783,puding mangga,17132,4163,1410,126
1784,pudding buah mangga,5753,943,250,19
1785,mango dessert,43108,16733,11353,592
1786,mangga manis pudding,47493,12229,3488,300
1787,mango custard,2334,717,436,37
1788,bánh pudding xoài,20819,5842,2373,116
1789,dessert buah mangga,14515,3146,2045,79
1790,mango milk pudding,5157,1026,268,22
1791,mango jelly dessert,36776,9318,3064,144
1792,puding buah,34160,6247,3120,190
1793,pudding lembut mangga,42056,10783,4576,400
1794,dessert mangga,48128,8487,5060,175
1795,mango flan,41833,7007,4590,370
1796,pancit canton with chicken,18034,3391,1037,91
1797,pancit ayam,19900,7761,5175,338
1798,mie canton ayam,43614,15768,7324,632
1799,pancit goreng ayam,20726,5938,3314,178
1800,mie goreng filipina,4852,1054,461,32
1801,mie pancit ayam,37381,10720,4192,159
1802,gà xào mì,13742,2590,1733,146
1803,pancit chicken style,45092,8750,3091,246
1804,pancit dengan daging ayam,8407,2908,1493,54
1805,pancit bihon ayam,41816,11828,7560,402
1806,mie filipina ayam,13506,3520,1872,103
1807,chicken stir-fried noodles,31437,10687,4938,288
1808,pancit special ayam,20172,5465,2175,131
1809,bagel with peanut butter & banana,7278,2183,857,85
1810,bagel selai kacang dan pisang,15520,2488,1137,46
1811,roti bagel pisang kacang,29585,10691,5548,295
1812,banana peanut bagel,19470,4499,1683,135
1813,bagel isi pisang dan peanut butter,34882,5674,2877,173
1814,bánh vòng chuối bơ đậu,39120,8469,3558,148
1815,banana bagel,18983,4608,2340,105
1816,bagel peanut combo,37480,9919,4054,367
1817,bagel topping selai kacang,31217,7641,3147,172
1818,peanut banana toast,3426,584,285,22
1819,sandwich bagel kacang,3373,1328,496,46
1820,bagel sarapan sehat,23217,4151,2579,238
1821,cookies & cream donut,37874,6158,1674,91
1822,donut cookies n cream,39649,11727,6043,429
1823,donat oreo,48100,11840,7773,483
1824,donat rasa cookies,49720,17154,10931,824
1825,donut krim dan cookies,9731,3322,1061,75
1826,donat dengan topping biskuit,2118,519,222,17
1827,bánh donut vị bánh quy,46816,16802,9624,838
1828,cream cookie donut,23371,5527,1964,192
1829,donut biskuit coklat,42214,7460,3425,197
1830,donat rasa oreo,35349,13147,6452,545
1831,donut topping cookies,17091,3806,1075,96
1832,creamy cookie donut,45895,18003,9607,601
1833,donut black and white,17838,5045,2877,170
1834,truffle mac & cheese,41524,13858,7621,443
1835,mac n cheese truffle,24697,7163,3501,246
1836,macaroni truffle keju,16043,2543,1658,83
1837,pasta keju truffle,16321,4606,1534,108
1838,makaroni keju mewah,4220,1444,994,55
1839,mac and cheese jamur truffle,36169,8490,5404,426
1840,truffle creamy pasta,38373,11082,3776,179
1841,mì ống phô mai nấm,38970,11289,6741,253
1842,mac cheese premium,16474,3852,1463,140
1843,mac and cheese dengan truffle,3698,667,463,23
1844,cheesy truffle pasta,1027,368,115,9
1845,macaroni cheese truffle,39567,11044,5574,316
1846,banana nut french toast,9778,3546,1271,71
1847,roti bakar pisang kacang,12922,2303,809,42
1848,french toast pisang,43371,14107,7369,625
1849,banana nut toast,20781,6461,4459,432
1850,french toast dengan kacang pisang,2699,590,233,22
1851,bánh mì kẹp chuối hạt nướng,27665,7152,2052,122
1852,roti manis pisang kacang,41157,13460,5369,190
1853,breakfast banana toast,26768,6960,2495,107
1854,nutty banana french toast,37373,8033,3849,233
1855,banana toast,12079,3288,2227,195
1856,french toast kacang,48092,10008,5424,327
1857,garlic bread,2230,398,171,13
1858,roti bawang putih,35621,12113,8000,644
1859,garlic toast,16526,5567,2479,191
1860,garlic butter bread,6742,1204,543,50
1861,roti panggang bawang putih,16487,4275,1697,117
1862,bánh mì bơ tỏi,15269,3928,2092,169
1863,roti keju garlic,46785,17646,5049,217
1864,garlic loaf,4862,1754,1171,76
1865,roti panggang garlic,47547,17716,9800,961
1866,garlic slice bread,25458,7020,3232,316
1867,roti panggang gurih,32607,11372,7292,598
1868,garlic breadstick,29356,8978,5822,545
1869,roti garlic klasik,19154,7339,3574,125
1870,grilled salmon fillet,33068,5595,2255,132
1871,salmon panggang,25731,7261,2959,172
1872,fillet salmon bakar,21945,5215,2707,164
1873,ikan salmon grill,1569,360,250,11
1874,grilled fish fillet,32764,7818,5339,260
1875,grilled salmon,30203,7981,4908,371
1876,grilled ikan salmon,35013,8542,3060,243
1877,salmon steak bakar,49444,11981,3664,171
1878,cá hồi nướng,20864,6050,1941,73
1879,salmon grilled fillet,1902,465,275,25
1880,salmon fillet panggang,33868,12633,6467,435
1881,pan-seared salmon,43797,15934,6642,268
1882,grilled seafood,16964,5334,2533,177
1883,salmon oven baked,8601,3140,1426,50
1884,turnip cake,1446,311,208,14
1885,kue lobak,15427,2450,1220,85
1886,lo bak go,29220,10836,3785,374
1887,steamed turnip cake,45138,13914,5082,446
1888,radish cake,4097,764,445,33
1889,lobak kukus,3885,1490,487,22
1890,kue lobak goreng,22737,4291,1549,84
1891,bánh củ cải,38717,7152,3481,184
1892,dimsum turnip cake,32287,5864,1604,110
1893,chinese turnip cake,42489,11950,7786,748
1894,savory turnip cake,13850,3549,2024,197
1895,fried radish cake,8310,1514,1013,57
1896,lobak putih cake,43440,9711,3127,256
1897,pan-fried turnip,18610,7332,3237,112
1898,cornbread,45558,12924,4466,185
1899,roti jagung,49652,14256,5087,321
1900,kue jagung,32099,10404,3860,356
1901,sweet cornbread,34158,7477,2592,173
1902,buttered cornbread,42739,13501,8337,768
1903,roti lembut jagung,40405,8297,4664,357
1904,bánh bắp nướng,9680,2373,1581,89
1905,roti kukus jagung,14482,4763,2322,182
1906,corn muffin,14635,2989,1395,76
1907,corn loaf,46587,14571,8562,747
1908,savory cornbread,16201,5758,3676,284
1909,honey cornbread,11843,1800,967,93
1910,cornbread klasik,25294,7687,5365,258
1911,southern style cornbread,39624,7712,5188,251
1912,taco salad bowl,14275,4047,2715,207
1913,salad taco,39280,10960,5381,197
1914,taco bowl,42086,10192,6753,622
1915,mangkuk salad taco,20608,5264,3552,140
1916,taco rice bowl,29613,5837,2445,91
1917,taco salad,18481,4981,3133,202
1918,taco dengan sayur,16337,2695,1272,57
1919,salad mangkuk meksiko,9449,2064,636,43
1920,gỏi salad taco,17123,3817,963,50
1921,mexican salad bowl,37357,7475,4613,159
1922,taco veggie bowl,32621,8381,3459,260
1923,salad isi daging,1032,362,242,18
1924,taco beef salad,47234,7891,2897,238
1925,healthy taco bowl,45007,16220,4677,327
1926,miso soup,21892,4935,2191,109
1927,sup miso,29135,9600,2654,260
1928,kuah miso,29305,11192,6096,405
1929,japanese miso soup,29847,5312,3710,145
1930,miso broth,22710,7941,3681,151
1931,sup jepang,44802,13745,5795,237
1932,miso tofu soup,30958,12276,5069,342
1933,canh miso nhật,6665,1256,360,25
1934,miso soup klasik,49133,10072,6075,329
1935,light miso soup,14730,5571,2698,126
1936,miso soup with seaweed,48822,17946,9432,642
1937,miso soup tahu,48610,13769,8844,417
1938,kuah sup jepang,23054,5155,2989,286
1939,coq au vin,46374,7061,4818,212
1940,ayam coq au vin,29592,8948,3583,302
1941,chicken red wine stew,1629,430,176,15
1942,french chicken stew,9166,3344,1947,160
1943,ayam rebus anggur,49210,12800,4765,475
1944,ayam rebus gaya perancis,25539,8541,4866,254
1945,ayam saus anggur merah,4990,1396,897,50
1946,gà hầm rượu vang đỏ,9390,1714,859,34
1947,ayam wine,35739,5941,3903,369
1948,coq au vin klasik,26484,7224,3919,213
1949,ayam rebus red wine,40529,11241,5542,239
1950,ayam coq klasik,23155,7437,3314,128
1951,ham & cheese bagel melt,8116,2751,1861,70
1952,bagel ham keju,45166,14752,3978,265
1953,bagel isi daging dan keju,19344,3472,1850,82
1954,ham cheese bagel,32199,5470,3286,169
1955,bagel melt,8246,1603,622,21
1956,sandwich bagel ham,47163,11090,7409,370
1957,bánh vòng thịt nguội phô mai,23190,5342,2290,96
1958,bagel isi keju leleh,34091,6197,2411,215
1959,bagel grilled cheese ham,10648,1884,867,41
1960,roti bagel ham,48475,12326,6969,689
1961,toasted bagel sandwich,36366,6078,1882,162
1962,bagel isi daging asap,47035,9455,5778,350
1963,house salad,49503,11250,2933,209
1964,salad rumah,24203,4984,2264,162
1965,house mix salad,27655,9196,3065,123
1966,basic garden salad,37263,11362,6773,323
1967,salad campur,3648,1207,462,31
1968,side salad,12893,2494,665,62
1969,salad sayur rumah,14891,3123,986,61
1970,gỏi rau nhà làm,1710,674,311,12
1971,mixed greens,23639,4767,1920,178
1972,salad klasik,7836,1635,638,38
1973,house blend salad,25381,6619,2923,118
1974,salad standar,9570,3560,1919,161
1975,salad sayuran campuran,37730,11749,4716,273
1976,tartar sauce,11270,3761,2432,153
1977,saus tartar,9455,1505,753,68
1978,tartar mayo,19626,3044,1021,100
1979,tartar dip,18744,5033,3287,222
1980,dipping sauce tartar,33048,9153,5888,273
1981,mayonnaise tartar,47182,16816,4275,312
1982,tartar dressing,29579,6224,3411,179
1983,nước sốt tartar,10182,2117,899,78
1984,saus ikan,42344,10137,3923,158
1985,tartar condiment,26984,4588,1345,86
1986,creamy tartar sauce,16925,3998,1893,138
1987,saus gurih tartar,45061,15216,9788,853
1988,tartar klasik,48957,7432,3766,339
1989,white fish sauce,44315,15994,11039,942
1990,dragon roll,26110,5525,1701,113
1991,dragon maki,31899,6778,4088,192
1992,sushi dragon roll,49464,9924,4136,394
1993,sushi gulung naga,7108,2250,823,80
1994,gulungan sushi pedas,1575,427,239,17
1995,dragon eel roll,23270,4142,2341,215
1996,maki dragon,13527,3159,1560,123
1997,bánh cuộn cá chình,21995,7479,4788,167
1998,spicy dragon sushi,20019,5456,2598,142
1999,eel and avocado roll,20073,5367,1372,129
2000,unagi dragon roll,46889,14091,9291,360
2001,dragon roll spicy,10022,3478,1838,84
2002,sushi gulung panjang,2246,626,181,18
2003,fancy sushi roll,40573,7373,2200,205
2004,fried chicken wings (yangnyeom),26126,5367,1519,134
2005,yangnyeom chicken wings,16793,4190,2385,138
2006,korean spicy wings,18019,5902,1695,121
2007,ayam goreng korea,33411,6487,3916,300
2008,yangnyeom wings,38059,9768,5084,441
2009,fried korean wings,40027,15702,4582,283
2010,ayam pedas korea,36103,7312,2045,171
2011,chicken wings pedas manis,49699,17791,5527,249
2012,sayap ayam korea,27953,6526,2447,181
2013,gà rán sốt cay Hàn Quốc,46461,15956,8720,593
2014,spicy korean wings,46063,11499,5561,251
2015,korean fried chicken,39793,9412,6404,414
2016,sayap ayam goreng pedas,28531,5382,2329,152
2017,wings korea manis,48664,15275,6303,568
2018,pumpkin pie,20226,5877,2871,185
2019,pai labu,17821,3760,1934,156
2020,pie labu kuning,4874,1436,670,62
2021,pumpkin dessert,25864,4869,2435,86
2022,pumpkin tart,40371,11349,4930,265
2023,bánh bí đỏ,12869,2116,969,79
2024,pumpkin custard pie,36621,11127,5577,329
2025,pai manis labu,43574,13454,5069,321
2026,pumpkin pie klasik,8549,2204,1209,79
2027,pumpkin spice pie,48962,11780,6456,613
2028,kue pai labu,4215,1219,758,63
2029,pai panggang labu,25768,7143,1859,105
2030,sweet pumpkin slice,15232,5638,3756,170
2031,pai musim gugur,32424,4904,1879,117
2032,tofu veggie rice bowl,8197,2504,747,27
2033,mangkuk nasi tahu sayur,37094,12703,6449,282
2034,rice bowl tahu dan sayur,8292,2703,1525,108
2035,tofu rice bowl,38957,8473,2573,157
2036,rice bowl vegetarian,49751,12424,6577,288
2037,tahu sayur,26534,5986,2282,177
2038,vegetarian bowl tofu,14025,4779,2277,110
2039,cơm đậu phụ rau củ,41627,14533,9008,351
2040,rice tofu mix,44712,7028,3570,151
2041,nasi tahu,49722,16699,8062,789
2042,veggie rice with tofu,3349,725,312,19
2043,tofu grain bowl,34550,8196,4841,259
2044,mangkuk sehat tahu,1461,306,117,6
2045,rice bowl plant-based,38297,9744,2506,113
2046,chana masala,10226,1766,520,47
2047,kari kacang arab,19578,3999,1758,64
2048,chana kari india,26120,7469,4125,308
2049,indian chickpea curry,15950,2589,1704,165
2050,masala kacang,2002,800,362,27
2051,chickpeas in curry,28871,8866,5203,314
2052,kari chana,8126,1995,619,47
2053,chana dal,6813,1568,488,41
2054,đậu gà cà ri,47297,16206,4152,257
2055,chana curry,38111,13493,7574,305
2056,kacang masala india,12435,3426,2108,141
2057,vegan chana curry,44125,8353,5328,200
2058,chana masala klasik,16824,4827,2838,137
2059,kari kacang india,27661,9537,5860,315
2060,vegetarian ramen,35840,7618,2081,195
2061,ramen vegetarian,9116,3372,1388,47
2062,ramen sayur,43220,9809,4886,418
2063,ramen tanpa daging,33287,9390,3160,261
2064,mie ramen vegan,7166,2467,1031,38
2065,veggie ramen,38925,15456,10726,916
2066,mì ramen chay,40159,10045,3437,186
2067,ramen nabati,17675,5897,1889,145
2068,miso ramen vegan,6792,2230,992,93
2069,vegetarian noodle soup,16195,4357,2304,188
2070,mie ramen sayuran,48050,18777,10898,866
2071,ramen hijau,20596,7198,2043,135
2072,kuah ramen sayur,9790,3239,1578,156
2073,classic beef hot dog,43100,8118,3628,183
2074,hot dog daging sapi,2149,559,231,13
2075,hotdog klasik,23050,5893,2342,201
2076,hotdog sapi,12557,4800,2546,181
2077,beef frankfurter,30004,5642,2017,160
2078,sosis sapi panggang,1686,495,191,15
2079,hot dog klasik sapi,9475,3238,821,34
2080,bánh mì xúc xích bò,47780,15820,7254,484
2081,beefy hotdog,43970,16498,11257,968
2082,hotdog jumbo,46961,9802,5812,400
2083,classic frank,20481,6323,3585,254
2084,hotdog klasik daging,10505,2392,1447,129
2085,hotdog beef bun,22406,7137,4793,252
2086,onion rings,35650,8976,4189,352
2087,cincin bawang goreng,17197,5158,3306,184
2088,onion rings crispy,15527,3556,1489,54
2089,gorengan bawang,3037,874,322,22
2090,fried onion rings,18924,6888,2422,214
2091,snack onion,38728,9227,2926,235
2092,onion ring side,23739,4033,2034,91
2093,bánh hành tây chiên,13120,4235,2858,116
2094,side dish onion rings,24111,5207,3370,331
2095,onion crispy,35145,6215,4312,253
2096,onion appetizer,3517,982,592,55
2097,crispy rings,43324,12458,7180,649
2098,bawang goreng renyah,49678,9711,2874,173
2099,snack bawang cincin,47915,12084,6200,447
2100,shrimp har gow,2791,816,556,51
2101,har gow udang,26722,4842,2356,215
2102,dumpling udang kukus,20601,7046,4428,376
2103,shrimp dimsum,32029,11415,7398,650
2104,har gow,23777,5476,2347,227
2105,bánh há cảo tôm,39605,6768,1975,175
2106,dimsum udang,48769,9087,4874,280
2107,pangsit kukus udang,48722,8991,5837,329
2108,shrimp dumpling steamed,47640,9642,4203,281
2109,har gao,26978,7308,3082,273
2110,ha gow shrimp,46562,7008,2053,91
2111,har gow klasik,23961,4160,1570,93
2112,steamed shrimp wonton,28372,10898,6808,598
2113,shrimp pho,26799,4415,1265,99
2114,pho udang,10140,3943,1132,104
2115,sup mie udang vietnam,1213,279,143,6
2116,seafood pho,16528,2916,1869,77
2117,pho tom,13545,4399,1992,109
2118,shrimp noodle soup,11450,3268,2122,206
2119,pho dengan udang,16314,5004,2740,207
2120,bánh phở tôm,24962,5165,3042,268
2121,vietnamese shrimp pho,18671,3574,1418,112
2122,kuah pho seafood,34992,10292,2686,147
2123,pho rasa udang,7107,1944,1256,44
2124,pho kuah udang,32798,12780,3492,282
2125,sup pho udang,32928,10273,6880,235
2126,veggie shawarma bowl,19035,5303,2765,250
2127,shawarma vegetarian,39654,9394,3429,178
2128,mangkuk shawarma sayur,31174,7179,2759,255
2129,veggie rice shawarma,33917,6834,4109,206
2130,shawarma nabati,5016,1708,826,42
2131,shawarma bowl tanpa daging,43232,8567,4397,363
2132,salad shawarma veggie,2614,815,383,18
2133,bánh shawarma chay,34761,13711,8719,733
2134,healthy shawarma bowl,28081,10078,4685,172
2135,veggie kebab bowl,45037,15946,4012,398
2136,shawarma dengan sayuran,48538,15694,6023,454
2137,sayur mangkuk shawarma,47581,13837,7932,472
2138,veggie doner bowl,46423,8615,3675,362
2139,vegetarian red curry,38542,7177,2318,185
2140,red curry vegetarian,47040,14187,6313,304
2141,kari merah vegetarian,8247,1592,882,63
2142,kari merah sayur,13735,2328,931,81
2143,thai red curry veggie,29986,6937,3201,245
2144,kari merah tanpa daging,14872,4608,2463,225
2145,red curry no meat,36584,11932,4314,319
2146,cà ri đỏ chay,27298,8356,5662,426
2147,red curry with tofu,42142,9936,3522,234
2148,kari merah sayuran,31453,8118,3218,271
2149,thai red curry veggie bowl,2579,811,263,15
2150,red curry plant-based,19239,4640,1550,151
2151,vegan red curry,43567,11582,6778,585
2152,latte,33168,7620,3659,151
2153,hot latte,11673,4371,2042,119
2154,kopi latte,27198,8551,2388,91
2155,coffee with milk,17533,3430,2199,148
2156,caffe latte,36092,10855,7123,457
2157,latte panas,11162,2678,1842,118
2158,cafe latte,46053,9603,6692,576
2159,iced latte,28378,9605,3781,181
2160,milk coffee,7637,1812,749,62
2161,creamy latte,26177,4274,1090,80
2162,cà phê sữa,39353,14183,6067,480
